name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Shift*CiM,0.692,0.703,5,-12.995,0,0.0643,0.34,0.889,0.0812,0.307,124.958,audio_features,75S7MNRjJJA8Dpkg4VpB22,spotify:track:75S7MNRjJJA8Dpkg4VpB22,https://api.spotify.com/v1/tracks/75S7MNRjJJA8Dpkg4VpB22,https://api.spotify.com/v1/audio-analysis/75S7MNRjJJA8Dpkg4VpB22,267187,4
Bounce Your Body To The Box - Power Hit Extended Mix*Reese & Santonio,0.786,0.926,1,-13.39,1,0.0855,0.0161,0.494,0.106,0.532,125.33,audio_features,5AKLbF5jZkBJR1yeBchuAa,spotify:track:5AKLbF5jZkBJR1yeBchuAa,https://api.spotify.com/v1/tracks/5AKLbF5jZkBJR1yeBchuAa,https://api.spotify.com/v1/audio-analysis/5AKLbF5jZkBJR1yeBchuAa,386327,4
Our Luv*Blake Baxter,0.749,0.665,6,-13.58,0,0.0377,1.07e-05,0.651,0.0859,0.529,124.988,audio_features,3JCR2LB1wx75opaI5qRTZu,spotify:track:3JCR2LB1wx75opaI5qRTZu,https://api.spotify.com/v1/tracks/3JCR2LB1wx75opaI5qRTZu,https://api.spotify.com/v1/audio-analysis/3JCR2LB1wx75opaI5qRTZu,371467,4
Loves Got Me High - Special TP 96 Mix*Seven Grand Housing Authority,0.644,0.935,2,-9.836,1,0.0574,0.0865,0.399,0.154,0.655,123.066,audio_features,4Su7j2mlruQWDwy8pHyG52,spotify:track:4Su7j2mlruQWDwy8pHyG52,https://api.spotify.com/v1/tracks/4Su7j2mlruQWDwy8pHyG52,https://api.spotify.com/v1/audio-analysis/4Su7j2mlruQWDwy8pHyG52,408857,4
Good Life - Original 12'' Mix*Inner City,0.793,0.978,11,-9.229,0,0.0648,0.0295,0.0331,0.0764,0.718,124.922,audio_features,2tI0P1fgY3WQFogkwKei3e,spotify:track:2tI0P1fgY3WQFogkwKei3e,https://api.spotify.com/v1/tracks/2tI0P1fgY3WQFogkwKei3e,https://api.spotify.com/v1/audio-analysis/2tI0P1fgY3WQFogkwKei3e,432800,4
Big Fun - Original 12'' Mix*Inner City,0.738,0.808,10,-9.772,0,0.0522,0.0492,0.734,0.036,0.832,120.248,audio_features,5dbJwqmEzubeVZqikU8YgB,spotify:track:5dbJwqmEzubeVZqikU8YgB,https://api.spotify.com/v1/tracks/5dbJwqmEzubeVZqikU8YgB,https://api.spotify.com/v1/audio-analysis/5dbJwqmEzubeVZqikU8YgB,461560,4
I Never Knew Love - Made In Detroit Extended Mix*Chez Damier,0.773,0.644,3,-11.502,1,0.0419,0.0193,0.0314,0.211,0.476,123.321,audio_features,3xvQ7jFN3XoTPeH3GCGj6Q,spotify:track:3xvQ7jFN3XoTPeH3GCGj6Q,https://api.spotify.com/v1/tracks/3xvQ7jFN3XoTPeH3GCGj6Q,https://api.spotify.com/v1/audio-analysis/3xvQ7jFN3XoTPeH3GCGj6Q,502407,4
Future - Vocal*Model 500,0.782,0.795,11,-16.376,1,0.0755,0.000345,0.817,0.307,0.878,127.604,audio_features,2goNJ3LOJ5XjLF41HIWDy7,spotify:track:2goNJ3LOJ5XjLF41HIWDy7,https://api.spotify.com/v1/tracks/2goNJ3LOJ5XjLF41HIWDy7,https://api.spotify.com/v1/audio-analysis/2goNJ3LOJ5XjLF41HIWDy7,302733,4
Magic - Original Mix*Aux 88,0.667,0.822,1,-10.12,0,0.0546,0.00031,0.891,0.0726,0.292,124.945,audio_features,0udop43izTZYhnCkR265Ib,spotify:track:0udop43izTZYhnCkR265Ib,https://api.spotify.com/v1/tracks/0udop43izTZYhnCkR265Ib,https://api.spotify.com/v1/audio-analysis/0udop43izTZYhnCkR265Ib,345600,4
Thrillseekers - Chuck Daniels Remix*Andy Toth,0.868,0.684,8,-9.991,0,0.0742,0.0239,0.00271,0.216,0.181,124.01,audio_features,0ieIy1W942FYBHHk0QWsLQ,spotify:track:0ieIy1W942FYBHHk0QWsLQ,https://api.spotify.com/v1/tracks/0ieIy1W942FYBHHk0QWsLQ,https://api.spotify.com/v1/audio-analysis/0ieIy1W942FYBHHk0QWsLQ,203710,4
The Jazz Republic*Mike Huckaby,0.825,0.83,0,-3.22,1,0.14,0.606,0.917,0.117,0.602,122.513,audio_features,6W1Ry04jb4ZVooSXIKGvly,spotify:track:6W1Ry04jb4ZVooSXIKGvly,https://api.spotify.com/v1/tracks/6W1Ry04jb4ZVooSXIKGvly,https://api.spotify.com/v1/audio-analysis/6W1Ry04jb4ZVooSXIKGvly,422585,4
Shake a Lil Faster*Detroit In Effect,0.682,0.958,2,-7.266,1,0.0397,0.00302,0.247,0.673,0.814,140.07,audio_features,343ySUa7BIhKTLOFgVzzYc,spotify:track:343ySUa7BIhKTLOFgVzzYc,https://api.spotify.com/v1/tracks/343ySUa7BIhKTLOFgVzzYc,https://api.spotify.com/v1/audio-analysis/343ySUa7BIhKTLOFgVzzYc,346286,4
We Shall Overcome - Richie's Loonie Mix*Kenny Larkin,0.679,0.748,6,-7.429,1,0.0471,0.000878,0.000749,0.104,0.888,124.281,audio_features,25HvAWXnzbWLFlM4vYb2g1,spotify:track:25HvAWXnzbWLFlM4vYb2g1,https://api.spotify.com/v1/tracks/25HvAWXnzbWLFlM4vYb2g1,https://api.spotify.com/v1/audio-analysis/25HvAWXnzbWLFlM4vYb2g1,342217,4
I Believe - Original Mix*Octave One,0.278,0.981,8,-5.24,1,0.132,0.00133,0.819,0.562,0.606,126.377,audio_features,4Guo48vUED7lUAFpf6py1H,spotify:track:4Guo48vUED7lUAFpf6py1H,https://api.spotify.com/v1/tracks/4Guo48vUED7lUAFpf6py1H,https://api.spotify.com/v1/audio-analysis/4Guo48vUED7lUAFpf6py1H,352627,4
Pennies From Heaven*Inner City,0.73,0.798,9,-8.554,0,0.0408,0.0643,0.0611,0.178,0.709,123.005,audio_features,4oplsE0Efqx5lWT3n9EGLb,spotify:track:4oplsE0Efqx5lWT3n9EGLb,https://api.spotify.com/v1/tracks/4oplsE0Efqx5lWT3n9EGLb,https://api.spotify.com/v1/audio-analysis/4oplsE0Efqx5lWT3n9EGLb,259480,4
Paradise*Octave One,0.57,0.822,2,-13.982,0,0.0418,0.00728,0.907,0.0786,0.656,124.594,audio_features,4MCpoV8h67xJlaz1japyZc,spotify:track:4MCpoV8h67xJlaz1japyZc,https://api.spotify.com/v1/tracks/4MCpoV8h67xJlaz1japyZc,https://api.spotify.com/v1/audio-analysis/4MCpoV8h67xJlaz1japyZc,325230,4
Gonna Find a Way - Tp Groove Mix*Minimum Wage Brothers,0.786,0.649,0,-7.042,1,0.0728,0.00804,0.603,0.115,0.898,120.45,audio_features,4ajMa5QluNUURdt0a8XcJv,spotify:track:4ajMa5QluNUURdt0a8XcJv,https://api.spotify.com/v1/tracks/4ajMa5QluNUURdt0a8XcJv,https://api.spotify.com/v1/audio-analysis/4ajMa5QluNUURdt0a8XcJv,365981,4
When The Morning Comes - Main Vocal Mix*Alton Miller,0.725,0.767,9,-11.463,0,0.0464,0.00231,0.544,0.0517,0.597,125.005,audio_features,0sZmHiIFlz2RfXzrZCGiIu,spotify:track:0sZmHiIFlz2RfXzrZCGiIu,https://api.spotify.com/v1/tracks/0sZmHiIFlz2RfXzrZCGiIu,https://api.spotify.com/v1/audio-analysis/0sZmHiIFlz2RfXzrZCGiIu,475262,4
Tears*Aaron Carl,0.683,0.885,5,-8.826,0,0.0428,0.0311,0.809,0.571,0.874,128.725,audio_features,2zbQbQe1EBEu5j1bkDhuwg,spotify:track:2zbQbQe1EBEu5j1bkDhuwg,https://api.spotify.com/v1/tracks/2zbQbQe1EBEu5j1bkDhuwg,https://api.spotify.com/v1/audio-analysis/2zbQbQe1EBEu5j1bkDhuwg,260867,4
Dance Floor*Cybonix,0.787,0.781,11,-7.655,0,0.0598,0.00174,8.81e-06,0.278,0.848,143.692,audio_features,4Pd4nMYdLKlrCMxaJQ7glh,spotify:track:4Pd4nMYdLKlrCMxaJQ7glh,https://api.spotify.com/v1/tracks/4Pd4nMYdLKlrCMxaJQ7glh,https://api.spotify.com/v1/audio-analysis/4Pd4nMYdLKlrCMxaJQ7glh,242000,4
"Night Drive - Time, Space, Transmat*Model 500",0.782,0.865,7,-6.545,1,0.125,0.00184,0.0261,0.476,0.531,128.874,audio_features,5hytsKUStp4DIkBi0cvxt5,spotify:track:5hytsKUStp4DIkBi0cvxt5,https://api.spotify.com/v1/tracks/5hytsKUStp4DIkBi0cvxt5,https://api.spotify.com/v1/audio-analysis/5hytsKUStp4DIkBi0cvxt5,366347,4
Down (Original Mix)*Aaron Carl,0.83,0.358,4,-9.28,0,0.117,0.0211,0.646,0.115,0.702,132.69,audio_features,6YaFyRsRbB2AIy6Ajea4jB,spotify:track:6YaFyRsRbB2AIy6Ajea4jB,https://api.spotify.com/v1/tracks/6YaFyRsRbB2AIy6Ajea4jB,https://api.spotify.com/v1/audio-analysis/6YaFyRsRbB2AIy6Ajea4jB,229002,4
Direct Drive*AUX88,0.727,0.565,4,-10.607,0,0.0578,2.01e-05,0.935,0.14,0.0462,134.049,audio_features,7eH0ecWEtssdzPuHb8tysy,spotify:track:7eH0ecWEtssdzPuHb8tysy,https://api.spotify.com/v1/tracks/7eH0ecWEtssdzPuHb8tysy,https://api.spotify.com/v1/audio-analysis/7eH0ecWEtssdzPuHb8tysy,401000,4
How To Play Our Music - Extended Dub Mix*Reese & Santonio,0.7,0.982,4,-12.077,1,0.057,0.00582,0.426,0.146,0.827,125.088,audio_features,1LfAfK6DrKbL2sfKSoq72U,spotify:track:1LfAfK6DrKbL2sfKSoq72U,https://api.spotify.com/v1/tracks/1LfAfK6DrKbL2sfKSoq72U,https://api.spotify.com/v1/audio-analysis/1LfAfK6DrKbL2sfKSoq72U,392466,4
Hi-Tech Jazz*Galaxy 2 Galaxy,0.643,0.741,4,-12.522,1,0.0428,0.008,0.614,0.0909,0.504,126.448,audio_features,2ZKF8jc6zt1jb28AXZWnfW,spotify:track:2ZKF8jc6zt1jb28AXZWnfW,https://api.spotify.com/v1/tracks/2ZKF8jc6zt1jb28AXZWnfW,https://api.spotify.com/v1/audio-analysis/2ZKF8jc6zt1jb28AXZWnfW,336160,4
Vertigo*K'Alexi Shelby,0.769,0.494,7,-16.154,1,0.058,0.00019,0.937,0.094,0.0472,128.13,audio_features,6REGFfuINMRAsbPCIcWGx9,spotify:track:6REGFfuINMRAsbPCIcWGx9,https://api.spotify.com/v1/tracks/6REGFfuINMRAsbPCIcWGx9,https://api.spotify.com/v1/audio-analysis/6REGFfuINMRAsbPCIcWGx9,329680,4
Cosmic Cars*Cybotron,0.75,0.879,6,-11.403,0,0.0413,0.00431,0.292,0.0524,0.961,124.87,audio_features,5fwrA2PRdiElsYhqt2mFL2,spotify:track:5fwrA2PRdiElsYhqt2mFL2,https://api.spotify.com/v1/tracks/5fwrA2PRdiElsYhqt2mFL2,https://api.spotify.com/v1/audio-analysis/5fwrA2PRdiElsYhqt2mFL2,267800,4
Sharevari - Instrumental*A Number Of Names,0.772,0.608,0,-8.007,1,0.0707,0.0113,0.291,0.0888,0.537,127.47,audio_features,2LVeF9v1lCRKCfwiI5cjk0,spotify:track:2LVeF9v1lCRKCfwiI5cjk0,https://api.spotify.com/v1/tracks/2LVeF9v1lCRKCfwiI5cjk0,https://api.spotify.com/v1/audio-analysis/2LVeF9v1lCRKCfwiI5cjk0,377520,4
Who's Afraid Of Detroit?*Claude VonStroke,0.807,0.74,1,-8.729,1,0.0793,0.00526,0.86,0.0993,0.651,124.996,audio_features,1KiNEbmfe20LO0jitOp8Ao,spotify:track:1KiNEbmfe20LO0jitOp8Ao,https://api.spotify.com/v1/tracks/1KiNEbmfe20LO0jitOp8Ao,https://api.spotify.com/v1/audio-analysis/1KiNEbmfe20LO0jitOp8Ao,364089,4
Get Loose - Original Mix*Stacey Pullen,0.871,0.979,4,-9.664,1,0.0756,0.0214,0.233,0.343,0.674,124.011,audio_features,0jkzZgbCjjQHWXPalC8pju,spotify:track:0jkzZgbCjjQHWXPalC8pju,https://api.spotify.com/v1/tracks/0jkzZgbCjjQHWXPalC8pju,https://api.spotify.com/v1/audio-analysis/0jkzZgbCjjQHWXPalC8pju,403769,4
Motor City*Robert Hood,0.797,0.564,7,-13.526,1,0.0659,0.0159,0.857,0.0785,0.597,118.043,audio_features,6DHkAyZRyV9Eo0y2I5eh2f,spotify:track:6DHkAyZRyV9Eo0y2I5eh2f,https://api.spotify.com/v1/tracks/6DHkAyZRyV9Eo0y2I5eh2f,https://api.spotify.com/v1/audio-analysis/6DHkAyZRyV9Eo0y2I5eh2f,425742,4
Force Field - Extended Mix*Reese & Santonio,0.743,0.768,4,-13.835,0,0.046,0.000242,0.926,0.0828,0.349,126.465,audio_features,0cKpTECCXASwkvIsfa4r6N,spotify:track:0cKpTECCXASwkvIsfa4r6N,https://api.spotify.com/v1/tracks/0cKpTECCXASwkvIsfa4r6N,https://api.spotify.com/v1/audio-analysis/0cKpTECCXASwkvIsfa4r6N,342719,4
Rock To The Beat*Reese,0.622,0.943,10,-6.672,0,0.0682,0.0118,0.0118,0.167,0.644,128.523,audio_features,3bXflYbIg3TqrTSmsX1IAf,spotify:track:3bXflYbIg3TqrTSmsX1IAf,https://api.spotify.com/v1/tracks/3bXflYbIg3TqrTSmsX1IAf,https://api.spotify.com/v1/audio-analysis/3bXflYbIg3TqrTSmsX1IAf,239885,4
R-9*Cybotron,0.636,0.87,6,-13.175,0,0.061,0.0033,0.396,0.103,0.64,124.325,audio_features,4lbgRLLrmnxbM3Kbb6KaiU,spotify:track:4lbgRLLrmnxbM3Kbb6KaiU,https://api.spotify.com/v1/tracks/4lbgRLLrmnxbM3Kbb6KaiU,https://api.spotify.com/v1/audio-analysis/4lbgRLLrmnxbM3Kbb6KaiU,314107,4
The Human Bond - Original Mix*e-Dancer,0.739,0.963,1,-9.187,1,0.0564,0.463,0.914,0.0987,0.778,124.975,audio_features,2HAnNpT5LoEVQWTN582jZ1,spotify:track:2HAnNpT5LoEVQWTN582jZ1,https://api.spotify.com/v1/tracks/2HAnNpT5LoEVQWTN582jZ1,https://api.spotify.com/v1/audio-analysis/2HAnNpT5LoEVQWTN582jZ1,349800,4
The Pace*Robert Hood,0.801,0.835,5,-13.905,1,0.0898,0.0546,0.582,0.102,0.114,127.417,audio_features,404eX14WcO5oHe7gu5NL2z,spotify:track:404eX14WcO5oHe7gu5NL2z,https://api.spotify.com/v1/tracks/404eX14WcO5oHe7gu5NL2z,https://api.spotify.com/v1/audio-analysis/404eX14WcO5oHe7gu5NL2z,582949,4
R U Married*D.I.E.,0.694,0.929,11,-7.921,1,0.0423,0.0257,0.000545,0.109,0.972,139.285,audio_features,1c6cYr4uZ6iwuZZDvClTP9,spotify:track:1c6cYr4uZ6iwuZZDvClTP9,https://api.spotify.com/v1/tracks/1c6cYr4uZ6iwuZZDvClTP9,https://api.spotify.com/v1/audio-analysis/1c6cYr4uZ6iwuZZDvClTP9,263129,4
Master Builder*Robert Hood,0.738,0.817,7,-14.331,1,0.0699,0.00049,0.256,0.14,0.364,137.546,audio_features,164GnKO2e1sFx8LeRBrpUV,spotify:track:164GnKO2e1sFx8LeRBrpUV,https://api.spotify.com/v1/tracks/164GnKO2e1sFx8LeRBrpUV,https://api.spotify.com/v1/audio-analysis/164GnKO2e1sFx8LeRBrpUV,211040,4
The Dance*Rhythim Is Rhythim,0.763,0.963,8,-8.451,0,0.0677,0.0343,0.894,0.108,0.655,128.939,audio_features,7o9yuI0dvhbNVkiUaG1z7T,spotify:track:7o9yuI0dvhbNVkiUaG1z7T,https://api.spotify.com/v1/tracks/7o9yuI0dvhbNVkiUaG1z7T,https://api.spotify.com/v1/audio-analysis/7o9yuI0dvhbNVkiUaG1z7T,433333,4
Alleys Of Your Mind*Cybotron,0.832,0.384,2,-15.25,1,0.0835,0.349,0.257,0.107,0.541,126.936,audio_features,6c7OUwb3FK87vHz7ElEdJn,spotify:track:6c7OUwb3FK87vHz7ElEdJn,https://api.spotify.com/v1/tracks/6c7OUwb3FK87vHz7ElEdJn,https://api.spotify.com/v1/audio-analysis/6c7OUwb3FK87vHz7ElEdJn,212227,4
Go Bananas - Original Instrumental Version*Superlife,0.91,0.58,4,-9.833,0,0.335,0.0434,0.724,0.037,0.637,136.224,audio_features,5bCO5HyGnzyChnUvX2Au8v,spotify:track:5bCO5HyGnzyChnUvX2Au8v,https://api.spotify.com/v1/tracks/5bCO5HyGnzyChnUvX2Au8v,https://api.spotify.com/v1/audio-analysis/5bCO5HyGnzyChnUvX2Au8v,288967,4
To Be or Not To Be? - May Day Mix*Neal Howard,0.819,0.874,1,-9.736,1,0.112,0.000461,0.893,0.276,0.832,131.222,audio_features,6nUPCK87z2puQMSkqYBQ1X,spotify:track:6nUPCK87z2puQMSkqYBQ1X,https://api.spotify.com/v1/tracks/6nUPCK87z2puQMSkqYBQ1X,https://api.spotify.com/v1/audio-analysis/6nUPCK87z2puQMSkqYBQ1X,391399,4
The Men You'll Never See*D.I.E.,0.794,0.813,3,-12.033,0,0.0549,0.00655,0.557,0.0705,0.586,145.327,audio_features,7DFiDnx3zdoFmyELyEetVq,spotify:track:7DFiDnx3zdoFmyELyEetVq,https://api.spotify.com/v1/tracks/7DFiDnx3zdoFmyELyEetVq,https://api.spotify.com/v1/audio-analysis/7DFiDnx3zdoFmyELyEetVq,264307,4
Technicolor - Radio Mix*Channel One,0.767,0.954,8,-12.021,1,0.0688,0.0515,0.481,0.0696,0.715,129.336,audio_features,1fKlQDk7Z4olBPSapTwJX4,spotify:track:1fKlQDk7Z4olBPSapTwJX4,https://api.spotify.com/v1/tracks/1fKlQDk7Z4olBPSapTwJX4,https://api.spotify.com/v1/audio-analysis/1fKlQDk7Z4olBPSapTwJX4,281932,4
Future - Instrumental*Model 500,0.797,0.819,6,-15.348,1,0.0858,0.000274,0.844,0.36,0.79,127.587,audio_features,0A9varGjU5HQfutMyAbTU7,spotify:track:0A9varGjU5HQfutMyAbTU7,https://api.spotify.com/v1/tracks/0A9varGjU5HQfutMyAbTU7,https://api.spotify.com/v1/audio-analysis/0A9varGjU5HQfutMyAbTU7,313733,4
Mood - Optimystic Extended Mix*Symbols And Instruments,0.797,0.722,6,-14.099,0,0.0619,0.00377,0.899,0.134,0.555,126.457,audio_features,5zflH4SemBllPrvrcSBOYj,spotify:track:5zflH4SemBllPrvrcSBOYj,https://api.spotify.com/v1/tracks/5zflH4SemBllPrvrcSBOYj,https://api.spotify.com/v1/audio-analysis/5zflH4SemBllPrvrcSBOYj,424676,4
Detroit Party Train*Detroit In Effect,0.641,0.93,7,-6.627,1,0.0401,0.000259,0.221,0.577,0.475,139.988,audio_features,2JVxmJDb4HpCjCfrZETMoF,spotify:track:2JVxmJDb4HpCjCfrZETMoF,https://api.spotify.com/v1/tracks/2JVxmJDb4HpCjCfrZETMoF,https://api.spotify.com/v1/audio-analysis/2JVxmJDb4HpCjCfrZETMoF,336000,4
Future Tone*Elecktroids,0.954,0.585,4,-11.521,0,0.166,0.0752,0.691,0.0977,0.419,127.425,audio_features,14sOR4Mwaze4NaQ8EJqkQr,spotify:track:14sOR4Mwaze4NaQ8EJqkQr,https://api.spotify.com/v1/tracks/14sOR4Mwaze4NaQ8EJqkQr,https://api.spotify.com/v1/audio-analysis/14sOR4Mwaze4NaQ8EJqkQr,353171,4
Technic 1200*Dopplereffekt,0.791,0.618,7,-11.879,1,0.0763,0.312,0.743,0.36,0.483,135.294,audio_features,7pIUtnk3nvmjEIG4uGoDZP,spotify:track:7pIUtnk3nvmjEIG4uGoDZP,https://api.spotify.com/v1/tracks/7pIUtnk3nvmjEIG4uGoDZP,https://api.spotify.com/v1/audio-analysis/7pIUtnk3nvmjEIG4uGoDZP,275600,4
Bubble Metropolis*Drexciya,0.718,0.639,6,-12.897,0,0.048,0.000688,0.486,0.0856,0.168,128.569,audio_features,1fdDasmoFSBRdsuCLL3ger,spotify:track:1fdDasmoFSBRdsuCLL3ger,https://api.spotify.com/v1/tracks/1fdDasmoFSBRdsuCLL3ger,https://api.spotify.com/v1/audio-analysis/1fdDasmoFSBRdsuCLL3ger,354475,4
Deuteronomy - Original Mix*Terrence Parker,0.767,0.849,0,-6.028,0,0.0394,0.106,0.909,0.137,0.688,124.019,audio_features,0OFg9XrBTDowg4VCffFJjm,spotify:track:0OFg9XrBTDowg4VCffFJjm,https://api.spotify.com/v1/tracks/0OFg9XrBTDowg4VCffFJjm,https://api.spotify.com/v1/audio-analysis/0OFg9XrBTDowg4VCffFJjm,417136,4
Still Life - Carl Craig Instrumental Remix*Nexus 21,0.716,0.802,4,-12.271,0,0.0644,0.0212,0.922,0.152,0.746,126.753,audio_features,1HbgMv4kGfWv8MDbfMXdS5,spotify:track:1HbgMv4kGfWv8MDbfMXdS5,https://api.spotify.com/v1/tracks/1HbgMv4kGfWv8MDbfMXdS5,https://api.spotify.com/v1/audio-analysis/1HbgMv4kGfWv8MDbfMXdS5,337961,4
